Unnamed: 0,target_role,Company,Package(P/A),Experince,Skills,Job_Description,Rating,Reviews,Location,Link-of-job
1672,Sr. Data Analyst,Weather Risk Management Services,Not disclosed,1-4 Yrs ,"['microsoft', 'data mining', 'quality', 'analytics', 'actuarial', 'sql', 'data quality', 'analytical']","sc /M.sc in Statistics, Actuarial, Data Informatics, Math (Any other relevant degree). ...",3.7,67.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-sr-data-analyst-weather-risk-management-services-ltd-gurgaon-gurugram-1-to-4-years-211222500086
1673,Sr. Data Analyst,Gforce Consulting Solutions,Not disclosed,3-7 Yrs ,"['Computer', 'SR', 'Analytical', 'Management', 'Intelligence', 'Data quality', 'Management consulting', 'Client management']",Strong academic record from premier institutes with bachelor s in Electronics and Commu...,4.2,3.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-sr-data-analyst-gforce-consulting-solutions-gurgaon-gurugram-3-to-7-years-170523501150
1674,Senior Data Analyst,Demandbase,Not disclosed,5-8 Yrs ,"['Intelligence', 'Data Visualization', 'Data analysis', 'Data', 'Artificial Intelligence', 'SQL', 'Data structures', 'Agile']","Skills & Education: . Strong technical experience with Advanced MS Excel, SQL, Python (...",4.5,7.0,Remote,https://www.naukri.com/job-listings-senior-data-analyst-demandbase-remote-5-to-8-years-140623501484
1675,Sr. Data Analyst,Talent Socio,Not disclosed,2-4 Yrs ,"['IT operations', 'Data analysis', 'Management', 'Information technology', 'SQL', 'Risk management', 'Operations', 'Analytics']","Education : Bachelor s degree in Science, Mathematics, Economics, Computer Science, Inf...",3.6,9.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-sr-data-analyst-talent-socio-hyderabad-secunderabad-2-to-4-years-130423501874
1676,Sr. Data Analyst,Talentleads,Not disclosed,3-7 Yrs ,"['media', 'data', 'ppc', 'data analysis', 'budgeting', 'forecasting', 'google analytics', 'sales']",". Desired Profile / Criteria / Skills : Minimum degree in Marketing, Finance, IT, Mathe...",,,Mumbai,https://www.naukri.com/job-listings-sr-data-analyst-talentleads-mumbai-3-to-7-years-120423502162
1677,Sr. Data Analyst,Talent Leads HR Solutions Pvt Ltd,Not disclosed,3-4 Yrs ,"['forecasting', 'media', 'ppc', 'analysis', 'google', 'data', 'social media', 'web analytics']","Minimum degree in Marketing, Finance, IT, Mathematics, or related areas of study analyt...",,,Mumbai,https://www.naukri.com/job-listings-sr-data-analyst-talent-leads-hr-solutions-pvt-ltd-mumbai-3-to-4-years-120423502042
1678,Senior Data Analyst,Bayleaf Hr Solutions,Not disclosed,3-8 Yrs ,"['Power Bi', 'Data Analysis', 'sql', 'python', 'senior', 'etl', 'bi', 'data']","Qualifications: . Bachelors degree in Computer Science, Information Systems, or related...",,,"Mumbai Suburban, Mumbai (All Areas)",https://www.naukri.com/job-listings-senior-data-analyst-bayleaf-hr-solutions-mumbai-suburban-mumbai-all-areas-3-to-8-years-110523608768
1679,Senior Data Analyst,Arcadia,Not disclosed,5-7 Yrs ,"['analysis', 'sql', 'operations', 'medical insurance', 'data', 'direct', 'direct sales', 'business analytics']",Extensive experience BI tools like Looker or Tableau Experience working with business o...,3.2,4.0,Chennai,https://www.naukri.com/job-listings-senior-data-analyst-arcadia-chennai-5-to-7-years-101222500039
1681,Senior Data Analyst,Zipline,Not disclosed,3-6 Yrs ,"['analysis', 'statistical modeling', 'modeling', 'usage', 'sql', 'data', 'data analysis', 'statistics']",Experience with tools commonly used in data orchestration and processing such as Airflo...,,,Remote,https://www.naukri.com/job-listings-senior-data-analyst-zipline-remote-3-to-6-years-291222502429
1684,Senior Data Analyst,Serosoft Solutions,Not disclosed,4-9 Yrs ,"['DBMS', 'Modeling', 'Data mining', 'Senior', 'Object', 'SAS', 'Analytics', 'Design']","Experience in handling reporting packages like Business Objects, programming or ETL fra...",3.0,33.0,Indore,https://www.naukri.com/job-listings-senior-data-analyst-serosoft-solutions-pvt-ltd-indore-4-to-9-years-250123500527
1687,Sr. Data Analyst,Ivy Tech Solutions,Not disclosed,3-6 Yrs ,"['Data conversion', 'Conversions', 'Senior', 'Data analysis', 'Power Bi', 'Analytical', 'Business Rules', 'Data']","Executes project work and has basic experienceExcellent excel skills, and previous expe...",,,Remote,https://www.naukri.com/job-listings-sr-data-analyst-ivy-tech-solutions-inc-remote-3-to-6-years-150322500156
1689,Senior Data Analyst,sRide,Not disclosed,3-8 Yrs ,"['analysis', 'sql', 'engineering', 'extraction', 'operations', 'data', 'cartography', 'map']",Skills / Experience : . . 3+ years of experience in working as an Analyst in Product Firms,4.0,8.0,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai",https://www.naukri.com/job-listings-senior-data-analyst-sride-carpool-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-3-to-8-years-130622501501
1691,Senior Data Analyst,Mvp1 Ventures,Not disclosed,3-6 Yrs ,"['analysis', 'sql', 'c++', 'perl', 'process improvement', 'python', 'data', 'sas']","Responsibilities: Interpret data, analyze results using statistical techniques and prov...",4.2,11.0,remote,https://www.naukri.com/job-listings-senior-data-analyst-mvp1-ventures-remote-3-to-6-years-080722502483
1692,Senior Data Analyst,Workday Inc,Not disclosed,7-9 Yrs ,"['Analysis', 'Analytics', 'Salesforce', 'Data quality', 'Market operations', 'Operations', 'SQL', 'Data']",. About You . You will come with 7 years of CRM administration experience in Gainsight ...,,,Pune,https://www.naukri.com/job-listings-senior-data-analyst-workday-pune-7-to-9-years-070423500839
1694,Senior Data Analyst,Taffi,Not disclosed,7-12 Yrs ,"['analysis', 'data quality', 'marketing', 'data mining', 'javascript', 'product marketing', 'metadata', 'sql']","Experience with NoSQL databases, such as FireStore and MongoDB . 7+ years of demonstrat...",,,Remote,https://www.naukri.com/job-listings-senior-data-analyst-taffi-inc-remote-7-to-12-years-060123500481
1695,Sr. Data Analyst,Assimilate Solutions,Not disclosed,5-10 Yrs ,"['sr', 'sql', 'python', 'bpo', 'technical', 'data', 'coding', 'writing']",Technical Skills Required: . . Analytical and problem-solving skillsGood to have hands ...,3.7,157.0,"Noida, Gurgaon/Gurugram",https://www.naukri.com/job-listings-sr-data-analyst-assimilate-solutions-noida-gurgaon-gurugram-5-to-10-years-040122500030
1696,Senior Data Analyst,Lifescience Intellipedia,Not disclosed,1-6 Yrs ,"['interpretation', 'advanced excel', 'analysis', 'microbiology', 'biotechnology', 'data interpretation', 'chemistry', 'typing']",Roles Responsibilities . . Must have strong command on chemical name its structure . . ...,3.4,24.0,Noida,https://www.naukri.com/job-listings-senior-data-analyst-lifescience-intellipedia-pvt-ltd-noida-1-to-6-years-010922500352
1715,Data Architect,GSPANN,Not disclosed,10-20 Yrs ,"['Data Architect', 'Architecture', 'Data warehousing', 'Data modeling', 'Data management', 'Management', 'Modeling', 'Data analysis']","Investigate new technologies, data modelling methods and information management systems...",4.1,184.0,"Hybrid - Hyderabad/Secunderabad, Pune, Delhi / NCR",https://www.naukri.com/job-listings-data-architect-gspann-hyderabad-secunderabad-pune-delhi-ncr-10-to-20-years-301122005845
1728,Data Engineer,Quality Engineering  Software Technologies Pvt. Ltd.,Not disclosed,7-9 Yrs ,"['Data Engineering', 'Data architecture', 'Datastage', 'Process', 'Data management', 'SQL', 'Data', 'Informatica']","Experience building, optimizing and automating data pipelines, architectures and data s...",3.7,1125.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-7-to-9-years-030723500284
1731,Data Engineer,Tech Mahindra,9-19 Lacs PA,5-10 Yrs ,"['python', 'Terraform', 'Etl Process', 'Data Warehousing', 'Data Modeling', 'ETL', 'Glue', 'Data']",Automotive Domain.(must)Experience in developing loosely coupled solutions using messag...,3.7,22533.0,"Pune, Maharashtra, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-tech-mahindra-pune-maharashtra-bangalore-bengaluru-5-to-10-years-040723003119
1732,Data Engineer,Quality Engineering  Software Technologies Pvt. Ltd.,Not disclosed,3-5 Yrs ,"['Microsoft', 'Data processing', 'Performance tuning', 'Processing', 'Agile', 'Linux', 'Data', 'Python']","We are looking for humble geniuses, who believe that engineering has the potential to m...",3.7,1125.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-3-to-5-years-030723500283
1736,Data Analyst,"Retail Kloud9 Technologies India Pvt. Ltd.,",20-25 Lacs PA,7-12 Yrs ,"['Kibana', 'Data Analyics', 'Kinesis', 'Kafka', 'Tableau', '8D', 'Data analysis', 'Power Bi']",Forecast & report business (KPIs) for leadership & partner with the stakeholders to del...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-retail-kloud9-technologies-india-pvt-ltd-bangalore-bengaluru-7-to-12-years-230922002700
1754,Senior Data Engineer,Bayer,Not disclosed,5-7 Yrs ,"['Intelligence', 'Data', 'Business intelligence', 'SQL', 'Data structures', 'SCALA', 'Data Engineering', 'Senior']","Experience with at least one cloud native data warehouse database, Bigquery, Redshift, ...",4.2,913.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-engineer-bayer-cropscience-ltd-bangalore-bengaluru-5-to-7-years-180523500635
1756,Senior Data Engineer,Technicolor Creative Studios,Not disclosed,6-11 Yrs ,"['analysis', 'sql', 'python', 'resolution', 'management', 'distribution', 'system', 'issue resolution']","Experience with master data, reference data and metadata with a wider business context ...",4.6,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-engineer-technicolor-creative-studios-bangalore-bengaluru-6-to-11-years-120423502157
1757,Senior Data Engineer,Technicolor Games,Not disclosed,6-11 Yrs ,"['distribution system', 'data management', 'issue', 'senior', 'sql', 'distribution', 'analysis', 'python']","Experience with master data, reference data and metadata with a wider business context ...",2.7,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-engineer-technicolor-games-bangalore-bengaluru-6-to-11-years-110423501890
1758,Senior Data Engineer,Technicolor,Not disclosed,6-8 Yrs ,"['analytics', 'data analysis', 'distribution system', 'data quality', 'data', 'senior', 'sql', 'system']",Minimum 6 years experience of working as a Data Engineer or similar role . Highly profi...,4.0,200.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-engineer-mpc-bangalore-bengaluru-6-to-8-years-110423501174
1760,Senior Data Engineer,Narayana Health (NH),Not disclosed,4-9 Yrs ,"['python', 'data engineer', 'Java', 'Data Engineering', 'Senior', 'Pyspark', 'Data']","Build the infrastructure required for optimal extraction, transformation, and loading o...",4.2,1174.0,Hybrid - Bangalore/Bengaluru(HSR Layout),https://www.naukri.com/job-listings-senior-data-engineer-narayana-health-nh-bangalore-bengaluru-4-to-9-years-100623006086
1762,Senior Data Engineer,Quality Engineering  Software Technologies Pvt. Ltd.,Not disclosed,6-9 Yrs ,"['Supply', 'Salesforce', 'Data', 'Senior', 'Architecture', 'SQL', 'Supply chain', 'SSIS']","A data engineer works on implementing complex data projects with a focus on collecting,...",3.7,1125.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-engineer-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-6-to-9-years-120623500577
1767,Data Scientist,Magna,Not disclosed,3-5 Yrs ,"['jira', 'project management', 'continuous improvement', 'project', 'science', 'python', 'improvement', 'machine learning']","Bachelors or Masters degree in a quantitative field such as statistics, mathematics, co...",3.8,38.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-magna-steyr-bangalore-bengaluru-3-to-5-years-180523502279
1769,Data Scientist,Nextgrowth Labs,Not disclosed,3-10 Yrs ,"['data', 'operations research', 'automation', 'artificial intelligence', 'sas sql', 'sql', 'machine learning', 'computer science']","Bachelor s, Master s or PhD in Computer Science, Mathematics, Statistics, Operations Re...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-nextgrowth-labs-bangalore-bengaluru-3-to-10-years-300322500807
1770,Data Scientist,Dolby,Not disclosed,5-8 Yrs ,"['Regression', 'Analytics', 'MySQL', 'MATLAB', 'Data', 'Reporting', 'Data analysis', 'Analysis']",Maintain proficiency within the data science domain by keeping up with technology and t...,4.5,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-dolby-bangalore-bengaluru-5-to-8-years-270523500790
1771,Data Scientist,Racanaa Innovative Solutions,Not disclosed,3-4 Yrs ,"['signalling', 'data mining', 'product management', 'data', 'data visualization', 'postgresql', 'mysql', 'analytical']","Experience with labries like matplotlib, numpy / scipy, pandas, keras / pytorch, powerB...",2.8,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-racanaa-energy-bangalore-bengaluru-3-to-4-years-170423501880
1773,Data Scientist,Whizdm Innovations,15-25 Lacs PA,2-5 Yrs ,"['R', 'machine learning', 'xgboost', 'Python', 'Data', 'Machine']",Ability to identify key drivers of business and create KPIs / modeling solutions for th...,3.9,7.0,Remote,https://www.naukri.com/job-listings-data-scientist-whizdm-innovations-bangalore-bengaluru-2-to-5-years-130223000871
1774,Data Scientist,Dolby,Not disclosed,5-8 Yrs ,"['c++', 'analytics', 'data analysis', 'data reporting', 'matlab', 'science', 'computer', 'data']",Maintain proficiency within the data science domain by keeping up with technology and t...,4.5,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-dolby-bangalore-bengaluru-5-to-8-years-050523500019
1775,Data Scientist,Ageye Technologies,Not disclosed,2-7 Yrs ,"['modeling', 'python', 'data', 'computation', 'analysis', 'agile', 'scrum', 'cloud computing']","Required Characteristics: . . MSc or PhD in Computer Science, Data Science, Machine Lea...",4.8,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-ageye-technologies-bangalore-bengaluru-2-to-7-years-290722502179
1776,Data Scientist,CoStrategix,Not disclosed,3-7 Yrs ,"['Digital Transformation', 'Data modeling', 'Strategy consulting', 'Consulting', 'Digital', 'Project', 'Data', 'Transformation']","Bachelor Degree in Math, Statistics, Business, Technology, or related years of experien...",3.7,8.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-costrategix-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-240523500510
1777,Data Scientist,Aptus Data Labs,Not disclosed,2-5 Yrs ,"['analytics', 'it services', 'operations research', 'data', 'planning', 'research', 'crm', 'production']",Excellent collaboration skills and working comfortably across product team and Customer...,2.8,4.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-aptus-data-labs-bangalore-bengaluru-2-to-5-years-240323501515
1779,Data Scientist,Innominds Software,14-24 Lacs PA,7-12 Yrs ,"['Cloud', 'Python', 'Data', 'Machine learning', 'Deep Learning', 'Artificial Intelligence', 'Intelligence', 'Machine']","Should have experience in Neural Networks, TensorFlow, Kesar Should have experience in ...",3.2,254.0,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-innominds-software-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-12-years-180123010571
1780,Data Scientist,Aeries Technology,Not disclosed,5-7 Yrs ,"['data', 'computer science', 'javascript', 'consulting', 'technology', 'science', 'sql', 'information technology']","Experience using web services: Redshift, S3, Spark, etc A drive to learn and master new...",3.8,158.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-aeries-technology-group-bangalore-bengaluru-5-to-7-years-160921501150
