skills,experience,interest,education,work_type,communication,target_role,job_link
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Flutter, Dart",2.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"Communication, CRM",6.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,10.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"React, JavaScript, UI",2.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"SQL, Oracle",6.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Cloud Security, IAM",5.0,Security,Graduate,Onsite,7.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"PHP, WordPress",4.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Cloud Security, IAM",4.0,Security,Graduate,Onsite,7.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,7.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Excel, VBA",7.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"JavaScript, Angular",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
Marketing Automation,3.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Photoshop, Figma",2.0,Design,Graduate,Remote,7.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Communication, CRM",6.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Salesforce, CRM",4.0,Sales,Graduate,Hybrid,8.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Communication, CRM",4.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Communication, Negotiation",4.0,Sales,Graduate,Onsite,8.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Google Ads, Analytics",4.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,4.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"UX Research, Wireframing",2.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Public Speaking, Leadership",7.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Python, Flask, REST API",2.0,Backend,Graduate,Remote,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
Marketing Automation,5.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Communication, CRM",6.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Flutter, Dart",2.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Excel, VBA",5.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Flutter, Dart",4.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,8.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"PHP, WordPress",4.0,Web,Graduate,Remote,6.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"React, JavaScript, UI",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Excel, VBA",6.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Java, Spring Boot",4.0,Backend,Post Graduate,Onsite,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Machine Learning, R",3.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Leadership, Agile, Scrum",7.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Go, Microservices",6.0,Backend,Graduate,Onsite,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Python, ML, TensorFlow",1.0,AI,Post Graduate,Remote,6.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,6.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Adobe XD, Prototyping",4.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Project Management, JIRA",8.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, Flask, REST API",3.0,Backend,Graduate,Remote,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Unity, C#",4.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Node.js, Express, MongoDB",3.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Google Cloud, BigQuery",4.0,Cloud,Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"React Native, Mobile Dev",4.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"SQL Server, SSIS",2.0,Data,Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, ML, TensorFlow",1.0,AI,Post Graduate,Remote,7.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Data Visualization, PowerBI",3.0,Data,Graduate,Remote,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Linux, Networking, Security",6.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Communication, Negotiation",5.0,Sales,Graduate,Onsite,8.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Leadership, Agile, Scrum",7.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Photoshop, Illustrator",2.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,9.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Project Management, JIRA",7.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Communication, CRM",5.0,Sales,Graduate,Onsite,9.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Flutter, Dart",2.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,6.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SEO, Content Marketing",6.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Cybersecurity, Ethical Hacking",3.0,Security,Graduate,Onsite,6.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Photoshop, Figma",3.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Excel, VBA",5.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Cybersecurity, Ethical Hacking",3.0,Security,Graduate,Onsite,7.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Excel, VBA",6.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,5.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"React, JavaScript, UI",1.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"PHP, WordPress",4.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,6.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Linux Admin, Bash Scripting",6.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Docker, Kubernetes",3.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"PHP, WordPress",3.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Python, Data Engineering",4.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Communication, CRM",5.0,Sales,Graduate,Onsite,9.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
Marketing Automation,3.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"UX Research, Wireframing",4.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"React Native, Mobile Dev",2.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,8.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Python, NLP, Spacy",5.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Cloud Security, IAM",3.0,Security,Graduate,Onsite,7.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Machine Learning, R",4.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"UX Research, Wireframing",2.0,Design,Graduate,Remote,7.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Linux, Networking, Security",6.0,DevOps,Graduate,Onsite,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"AutoCAD, SolidWorks",5.0,Design,Graduate,Onsite,5.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,6.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Python, SQL, Pandas",2.0,Data,Graduate,Remote,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"AutoCAD, SolidWorks",7.0,Design,Graduate,Onsite,7.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Excel, VBA",7.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,5.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Photoshop, Figma",4.0,Design,Graduate,Remote,7.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"React, JavaScript, UI",2.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,4.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Photoshop, Figma",2.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
